image_scale :	 0.00392156862745098
image_mean :	 [[[0.3859 0.4905 0.2895]]]
image_std :	 [[[0.1718 0.1712 0.1518]]]
scales :	 [0.7, 1, 1.3]
shorter_side :	 224
data_dir :	 ./data/maize_counting_dataset
dataset :	 mtc
exp :	 tasselnetv2plus
data_list :	 ./data/maize_counting_dataset/train.txt
data_val_list :	 ./data/maize_counting_dataset/test.txt
restore_from :	 ./snapshots/mtc/tasselnetv2plus/model_best.pth.tar
snapshot_dir :	 ./snapshots/mtc/tasselnetv2plus
result_dir :	 ./results/mtc/tasselnetv2plus
save_output :	 False
input_size :	 64
output_stride :	 8
resize_ratio :	 0.125
model :	 tasselnetv2plus
use_pretrained :	 False
freeze_bn :	 False
sync_bn :	 False
optimizer :	 sgd
batch_size :	 9
milestones :	 [200, 400]
crop_size :	 (256, 256)
evaluate_only :	 False
learning_rate :	 0.01
momentum :	 0.95
weight_decay :	 0.0005
mult :	 1
num_epochs :	 500
num_workers :	 0
print_every :	 10
random_seed :	 2020
val_every :	 10
epoch: 10, mae: 11.46, mse: 17.50, rmae: 67.21%, rmse: 163.43%, r2: 0.6726
epoch: 330, mae: 6.30, mse: 10.71, rmae: 49.70%, rmse: 103.65%, r2: 0.8442
epoch: 340, mae: 6.39, mse: 10.92, rmae: 45.03%, rmse: 93.18%, r2: 0.8415
epoch: 350, mae: 6.44, mse: 10.97, rmae: 46.87%, rmse: 101.47%, r2: 0.8310
epoch: 360, mae: 7.09, mse: 11.80, rmae: 56.10%, rmse: 122.67%, r2: 0.8136
epoch: 370, mae: 7.01, mse: 11.78, rmae: 52.23%, rmse: 115.15%, r2: 0.8149
epoch: 380, mae: 6.70, mse: 10.58, rmae: 54.55%, rmse: 112.60%, r2: 0.8437
epoch: 390, mae: 6.34, mse: 10.38, rmae: 46.65%, rmse: 94.35%, r2: 0.8490
epoch: 400, mae: 6.77, mse: 10.83, rmae: 56.05%, rmse: 119.92%, r2: 0.8409
epoch: 410, mae: 6.49, mse: 10.89, rmae: 48.29%, rmse: 100.73%, r2: 0.8358
epoch: 420, mae: 6.54, mse: 10.95, rmae: 48.21%, rmse: 101.49%, r2: 0.8391
epoch: 430, mae: 6.67, mse: 10.97, rmae: 51.71%, rmse: 109.50%, r2: 0.8338
epoch: 440, mae: 6.67, mse: 10.65, rmae: 54.77%, rmse: 115.58%, r2: 0.8414
epoch: 450, mae: 6.58, mse: 10.86, rmae: 51.69%, rmse: 110.43%, r2: 0.8429
epoch: 460, mae: 6.54, mse: 11.05, rmae: 46.58%, rmse: 97.72%, r2: 0.8392
epoch: 470, mae: 6.73, mse: 11.06, rmae: 52.82%, rmse: 113.00%, r2: 0.8366
epoch: 480, mae: 6.93, mse: 11.09, rmae: 57.42%, rmse: 122.61%, r2: 0.8351
epoch: 490, mae: 6.49, mse: 10.64, rmae: 52.38%, rmse: 113.82%, r2: 0.8432
epoch: 500, mae: 6.68, mse: 10.50, rmae: 59.30%, rmse: 126.70%, r2: 0.8475
best mae: 6.06, best mse: 10.59, best_rmae: 40.69, best_rmse: 81.99, best_r2: 0.8449
overall best mae: 6.06, overall best mse: 10.38, overall best_rmae: 36.34, overall best_rmse: 61.06, overall best_r2: 0.8555
